idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,cartaAltaHumano,cartaMediaHumano,cartaBaixaHumano,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,pontosEnvidoHumano,quemNegouEnvido,quemGanhouEnvido,tentosEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemNegouFlor,pontosFlorRobo,pontosFlorHumano,quemGanhouFlor,tentosFlor,quemEscondeuPontosEnvido,quemEscondeuPontosFlor,quemTruco,quandoTruco,quemRetruco,quandoRetruco,quemValeQuatro,quandoValeQuatro,quemNegouTruco,quemGanhouTruco,tentosTruco,tentosAnterioresRobo,tentosAnterioresHumano,tentosPosterioresRobo,tentosPosterioresHumano,quemBaralho,quandoBaralho,quemContraFlorFalta,quemEnvidoEnvido,quemFlorFlor,quandoCartaVirada,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo,naipeCartaAltaHumano,naipeCartaMediaHumano,naipeCartaBaixaHumano,naipePrimeiraCartaRobo,naipePrimeiraCartaHumano,naipeSegundaCartaRobo,naipeSegundaCartaHumano,naipeTerceiraCartaRobo,naipeTerceiraCartaHumano,quantidadeChamadasHumano,quantidadeChamadasRobo,qualidadeMaoRobo,qualidadeMaoHumano,quantidadeChamadasEnvidoRobo,quantidadeChamadasEnvidoHumano,saldoTruco,saldoEnvido,saldoFlor
4761,2,7,7,3,0,0,0,3,24,7,8,-15,-15,2,2,2,1,0,0,26,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,9,8,10,10,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,BASTOS,NULL,NULL,NULL,BASTOS,OURO,ESPADAS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,-2,1,NULL
4762,1,6,6,1,0,0,0,6,24,1,1,-15,-15,2,0,2,1,0,2,24,27,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,10,10,10,14,0,0,NULL,NULL,NULL,NULL,COPAS,ESPADAS,ESPADAS,NULL,NULL,NULL,ESPADAS,COPAS,ESPADAS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,-2,-2,NULL
4763,2,7,4,3,0,0,0,7,7,4,16,-15,-15,0,2,2,1,0,0,26,23,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,10,14,11,16,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,ESPADAS,NULL,NULL,NULL,ESPADAS,COPAS,BASTOS,BASTOS,NULL,NULL,0,0,0,0,NULL,NULL,-2,1,NULL
4764,1,40,8,6,24,16,1,40,24,8,16,6,1,1,2,1,1,0,0,7,25,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,11,16,11,20,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,ESPADAS,BASTOS,BASTOS,OURO,OURO,BASTOS,COPAS,BASTOS,ESPADAS,OURO,0,0,0,0,NULL,NULL,2,-2,NULL
4765,2,16,12,3,16,3,1,3,16,12,3,16,1,2,1,1,2,0,0,27,28,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,20,12,22,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,COPAS,BASTOS,BASTOS,ESPADAS,COPAS,BASTOS,COPAS,BASTOS,OURO,ESPADAS,0,0,0,0,NULL,NULL,1,-2,NULL
4766,1,16,12,1,16,6,1,1,16,12,6,16,1,2,1,1,1,0,0,23,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,22,13,23,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,OURO,ESPADAS,BASTOS,COPAS,OURO,ESPADAS,COPAS,BASTOS,COPAS,COPAS,0,0,0,0,NULL,NULL,1,1,NULL
4767,2,52,8,6,8,4,2,6,8,52,4,8,2,2,1,1,0,0,0,20,32,0,0,0,2,0,0,0,0,32,0,0,0,0,1,2,0,0,0,0,0,1,2,13,23,15,24,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,OURO,BASTOS,BASTOS,BASTOS,OURO,BASTOS,ESPADAS,BASTOS,OURO,BASTOS,0,0,0,0,NULL,NULL,2,0,NULL
4768,1,8,7,1,0,0,0,8,0,-15,0,-15,0,1,2,2,1,0,0,20,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,1,1,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,OURO,NULL,NULL,NULL,ESPADAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4770,1,52,16,7,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,22,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,3,4,4,4,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,COPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4771,2,24,16,12,0,0,0,24,16,-46,-46,-46,-46,1,1,1,0,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,4,4,5,4,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,OURO,NULL,NULL,NULL,BASTOS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4773,2,8,7,2,0,0,0,-15,0,-15,0,-15,0,2,2,2,2,0,0,20,26,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,7,4,7,7,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,ESPADAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-2,NULL
4775,2,3,3,2,0,0,0,3,3,2,12,-15,-15,0,2,2,2,0,0,6,28,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,10,8,10,11,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,BASTOS,NULL,NULL,NULL,OURO,COPAS,BASTOS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-2,-1,NULL
4776,1,16,6,1,0,0,0,16,24,-15,-15,-15,-15,2,2,2,1,2,0,24,30,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,10,11,10,14,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,BASTOS,NULL,NULL,NULL,COPAS,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-2,NULL
4777,2,50,24,8,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,21,31,0,0,0,2,0,0,0,0,32,0,0,0,0,1,1,0,0,0,0,2,1,1,10,14,11,17,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,BASTOS,NULL,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4778,1,16,2,2,24,6,3,2,24,16,6,2,3,2,1,2,0,2,0,5,29,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,3,11,17,11,21,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,ESPADAS,ESPADAS,BASTOS,ESPADAS,ESPADAS,ESPADAS,OURO,BASTOS,ESPADAS,ESPADAS,0,0,0,0,NULL,NULL,-3,-1,NULL
4779,2,16,6,4,12,7,6,16,12,6,7,4,6,1,2,2,0,0,1,29,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,11,21,12,23,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,COPAS,COPAS,OURO,ESPADAS,COPAS,COPAS,BASTOS,OURO,COPAS,ESPADAS,0,0,0,0,NULL,NULL,-2,1,NULL
4780,1,12,12,1,0,0,0,12,0,-15,0,-15,0,1,2,2,2,0,0,25,24,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,12,23,12,24,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,COPAS,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4781,1,8,8,2,0,0,0,8,0,-15,0,-15,0,1,2,2,1,0,0,25,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,1,1,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,BASTOS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,1,NULL
4782,2,7,6,3,0,0,0,3,2,7,6,-15,-46,1,1,2,2,0,0,6,21,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,COPAS,NULL,NULL,NULL,COPAS,COPAS,ESPADAS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
4783,1,7,7,6,0,0,0,7,0,-15,0,-15,0,1,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,2,2,2,3,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,ESPADAS,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4784,2,16,12,8,0,0,0,8,2,-46,-46,-46,-46,1,1,1,2,0,0,2,29,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,2,3,3,4,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,COPAS,NULL,NULL,NULL,COPAS,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
4785,1,12,4,1,0,0,0,4,0,-15,0,-15,0,1,2,2,0,0,1,7,30,0,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,3,4,3,8,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,BASTOS,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-3,NULL
4786,2,8,8,7,0,0,0,7,16,8,24,-15,-15,2,2,2,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,3,8,3,10,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,ESPADAS,NULL,NULL,NULL,ESPADAS,BASTOS,ESPADAS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,-2,0,NULL
4787,1,40,16,1,0,0,0,40,0,-15,0,-15,0,1,2,2,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,3,10,3,11,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,ESPADAS,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4788,2,7,6,3,0,0,0,3,24,-15,-15,-15,-15,2,2,2,2,0,1,26,25,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,3,11,5,12,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,ESPADAS,NULL,NULL,NULL,ESPADAS,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,2,NULL
4789,1,24,2,1,8,6,3,2,8,24,6,1,3,2,1,2,0,0,1,28,20,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,5,12,6,14,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,COPAS,OURO,OURO,ESPADAS,BASTOS,OURO,BASTOS,OURO,COPAS,ESPADAS,0,0,0,0,NULL,NULL,-2,1,NULL
4790,2,8,6,4,0,0,0,4,8,8,16,-15,-15,2,2,2,1,0,0,27,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,6,14,7,16,0,0,NULL,NULL,NULL,NULL,BASTOS,COPAS,BASTOS,NULL,NULL,NULL,BASTOS,COPAS,BASTOS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,-2,1,NULL
4791,1,16,3,1,0,0,0,3,0,-15,0,-15,0,1,2,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,7,16,7,17,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,OURO,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4792,2,24,2,1,0,0,0,2,1,-46,-46,-46,-46,1,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,7,17,8,17,0,0,NULL,NULL,NULL,NULL,BASTOS,ESPADAS,OURO,NULL,NULL,NULL,ESPADAS,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4793,1,24,7,2,8,8,6,2,8,24,8,7,6,2,1,1,0,0,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,8,17,9,19,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,OURO,OURO,OURO,BASTOS,OURO,OURO,COPAS,OURO,BASTOS,BASTOS,0,0,0,0,NULL,NULL,2,1,NULL
4794,2,6,2,2,7,4,3,2,7,6,4,2,3,2,1,2,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,19,9,20,0,0,NULL,NULL,NULL,NULL,BASTOS,COPAS,ESPADAS,OURO,BASTOS,COPAS,ESPADAS,OURO,BASTOS,BASTOS,ESPADAS,COPAS,0,0,0,0,NULL,NULL,-1,0,NULL
4795,1,16,6,3,8,6,2,3,8,6,6,16,2,2,0,1,0,0,0,26,20,0,0,0,1,0,0,0,28,0,1,28,0,0,0,0,0,0,0,0,0,2,1,9,20,13,20,0,0,NULL,NULL,NULL,NULL,BASTOS,BASTOS,BASTOS,COPAS,COPAS,ESPADAS,BASTOS,COPAS,BASTOS,COPAS,BASTOS,ESPADAS,0,0,0,0,NULL,NULL,-1,0,NULL
4796,2,12,7,2,0,0,0,-15,0,-15,0,-15,0,2,2,2,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,13,20,13,21,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,ESPADAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4797,1,40,8,7,12,7,2,7,12,8,7,40,2,2,1,1,1,0,0,20,25,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,3,13,21,16,23,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,COPAS,COPAS,OURO,OURO,COPAS,COPAS,COPAS,OURO,OURO,OURO,0,0,0,0,NULL,NULL,3,-2,NULL
4798,2,50,6,4,24,16,7,6,24,50,16,4,7,2,1,2,2,0,1,28,23,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,16,23,18,24,0,0,NULL,NULL,NULL,NULL,BASTOS,COPAS,BASTOS,ESPADAS,COPAS,ESPADAS,COPAS,ESPADAS,BASTOS,COPAS,BASTOS,ESPADAS,0,0,0,0,NULL,NULL,-2,2,NULL
4799,1,12,8,8,0,0,0,8,0,-15,0,-15,0,1,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,1,0,0,NULL,NULL,NULL,NULL,COPAS,ESPADAS,BASTOS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4800,2,24,3,1,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,1,0,0,29,7,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,2,1,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,COPAS,NULL,NULL,NULL,NULL,OURO,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,1,NULL
4801,1,8,7,6,0,0,0,6,0,-15,0,-15,0,1,2,2,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,2,1,2,2,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,BASTOS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4802,2,42,7,6,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,20,29,0,0,0,2,0,0,0,27,36,2,36,0,0,1,1,0,0,0,0,2,1,1,2,2,3,5,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,ESPADAS,NULL,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4803,1,16,12,2,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,26,6,0,0,0,1,0,0,0,28,0,1,28,0,0,1,1,0,0,0,0,2,1,1,3,5,7,5,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,COPAS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4804,2,24,16,16,50,12,8,24,50,16,12,16,8,2,1,1,1,0,0,25,21,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,3,7,5,11,5,0,0,NULL,NULL,NULL,NULL,OURO,OURO,BASTOS,BASTOS,OURO,BASTOS,OURO,BASTOS,BASTOS,OURO,BASTOS,BASTOS,0,0,0,0,NULL,NULL,3,1,NULL
4805,1,2,1,1,0,0,0,1,0,-15,0,-15,0,1,2,2,2,0,0,5,6,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,11,5,11,7,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,COPAS,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4806,2,52,6,1,0,0,0,-46,-46,-46,-46,-46,-46,1,1,1,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,11,7,12,7,0,0,NULL,NULL,NULL,NULL,ESPADAS,OURO,BASTOS,NULL,NULL,NULL,NULL,ESPADAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4807,1,16,6,4,0,0,0,4,0,-15,0,-15,0,1,2,2,2,0,0,7,5,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,12,7,12,9,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,BASTOS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4809,1,6,4,2,0,0,0,4,0,-15,0,-15,0,1,2,2,2,0,0,7,3,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,13,10,13,12,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,COPAS,NULL,NULL,NULL,BASTOS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4810,2,24,7,1,52,4,2,7,52,1,4,24,2,2,2,1,2,0,1,27,26,2,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,13,12,15,15,0,0,NULL,NULL,NULL,NULL,BASTOS,OURO,BASTOS,ESPADAS,COPAS,ESPADAS,OURO,ESPADAS,BASTOS,COPAS,BASTOS,ESPADAS,0,0,0,0,NULL,NULL,-3,2,NULL
4811,1,24,3,1,0,0,0,1,3,-15,-15,-15,-15,2,2,2,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,15,15,15,16,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,BASTOS,NULL,NULL,NULL,BASTOS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4812,2,52,24,8,40,24,16,24,40,8,24,52,16,2,2,1,1,0,0,24,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,15,16,19,16,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,BASTOS,OURO,COPAS,ESPADAS,ESPADAS,OURO,BASTOS,COPAS,ESPADAS,ESPADAS,0,0,0,0,NULL,NULL,-3,1,NULL
4813,1,12,7,2,8,4,3,12,8,2,4,7,3,1,2,1,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,16,20,16,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,ESPADAS,ESPADAS,BASTOS,OURO,COPAS,ESPADAS,ESPADAS,BASTOS,COPAS,OURO,0,0,0,0,NULL,NULL,1,0,NULL
4814,2,16,3,3,0,0,0,3,2,-46,-46,-46,-46,1,1,1,2,0,0,6,5,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,20,16,21,17,0,0,NULL,NULL,NULL,NULL,OURO,ESPADAS,COPAS,NULL,NULL,NULL,COPAS,ESPADAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-1,NULL
4815,1,12,3,1,0,0,0,12,16,-15,-15,-15,-15,2,2,2,2,0,0,6,25,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,21,17,21,19,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,ESPADAS,NULL,NULL,NULL,COPAS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
4816,2,16,12,3,0,0,0,16,7,12,6,-15,-46,1,1,2,0,2,0,23,6,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,21,19,23,20,0,0,NULL,NULL,NULL,NULL,OURO,OURO,ESPADAS,NULL,NULL,NULL,OURO,OURO,OURO,ESPADAS,NULL,NULL,0,0,0,0,NULL,NULL,2,-1,NULL
4817,1,40,16,8,0,0,0,16,1,-46,-46,-46,-46,1,1,1,0,2,1,29,29,1,2,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1,23,20,24,24,0,0,NULL,NULL,NULL,NULL,OURO,OURO,ESPADAS,NULL,NULL,NULL,OURO,BASTOS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,1,-5,NULL
4818,1,40,24,1,16,4,3,24,16,1,4,40,3,1,2,1,0,1,0,27,28,0,2,24,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,0,1,4,0,0,4,24,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,COPAS,OURO,BASTOS,OURO,COPAS,OURO,COPAS,BASTOS,OURO,OURO,0,0,0,0,NULL,NULL,4,-24,NULL
4819,1,24,4,3,40,6,1,3,40,4,6,24,1,2,2,1,1,0,0,30,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,ESPADAS,OURO,ESPADAS,BASTOS,ESPADAS,OURO,COPAS,ESPADAS,COPAS,BASTOS,0,0,0,0,NULL,NULL,-1,1,NULL
4820,2,16,8,6,24,8,3,6,24,16,8,8,3,2,1,1,2,0,0,22,26,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,1,1,3,2,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,OURO,COPAS,BASTOS,BASTOS,OURO,COPAS,COPAS,BASTOS,COPAS,BASTOS,0,0,0,0,NULL,NULL,2,-1,NULL
4821,1,24,16,2,0,0,0,2,2,-15,-15,-15,-15,0,2,2,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,3,2,3,3,0,0,NULL,NULL,NULL,NULL,ESPADAS,BASTOS,OURO,NULL,NULL,NULL,OURO,BASTOS,BASTOS,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4822,2,12,7,1,0,0,0,7,4,1,1,-15,-46,1,0,2,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,3,0,0,NULL,NULL,NULL,NULL,OURO,BASTOS,COPAS,NULL,NULL,NULL,BASTOS,COPAS,COPAS,OURO,NULL,NULL,0,0,0,0,NULL,NULL,1,0,NULL
4823,1,24,6,2,0,0,0,2,0,-15,0,-15,0,1,2,2,1,0,2,25,27,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,4,3,4,6,0,0,NULL,NULL,NULL,NULL,ESPADAS,COPAS,COPAS,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-2,NULL
4824,2,24,12,7,24,16,8,7,24,24,16,12,8,2,1,1,0,0,0,3,22,0,0,0,2,0,0,0,0,25,0,0,0,0,2,2,0,0,0,0,0,1,2,4,6,6,9,0,0,NULL,NULL,NULL,NULL,COPAS,OURO,BASTOS,BASTOS,BASTOS,BASTOS,BASTOS,BASTOS,COPAS,BASTOS,OURO,BASTOS,0,0,0,0,NULL,NULL,2,0,NULL
4825,1,42,8,4,0,0,0,42,2,8,6,-15,-46,1,1,2,1,0,0,27,25,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,6,9,10,9,0,0,NULL,NULL,NULL,NULL,ESPADAS,ESPADAS,COPAS,NULL,NULL,NULL,ESPADAS,COPAS,ESPADAS,COPAS,NULL,NULL,0,0,0,0,NULL,NULL,2,2,NULL
4826,2,16,12,6,0,0,0,-15,0,-15,0,-15,0,2,2,2,0,0,0,23,23,0,0,0,2,0,0,0,0,30,0,0,0,0,2,1,0,0,0,0,1,2,1,10,9,10,13,0,0,NULL,NULL,NULL,NULL,COPAS,COPAS,OURO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4827,1,16,6,4,0,0,0,16,0,-15,0,-15,0,1,2,2,0,0,1,29,29,0,1,0,2,0,0,0,0,30,0,0,0,0,2,1,0,0,0,0,1,2,1,10,13,10,17,0,0,NULL,NULL,NULL,NULL,COPAS,ESPADAS,COPAS,NULL,NULL,NULL,COPAS,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4828,2,16,7,2,0,0,0,-15,0,-15,0,-15,0,2,2,2,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,10,17,10,18,0,0,NULL,NULL,NULL,NULL,COPAS,BASTOS,BASTOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,0,NULL
4829,1,16,8,7,0,0,0,7,12,-15,-15,-15,-15,2,2,2,2,0,0,20,7,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,10,18,10,20,0,0,NULL,NULL,NULL,NULL,OURO,COPAS,COPAS,NULL,NULL,NULL,COPAS,COPAS,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,-1,-1,NULL
